cv_rmse,test_source_rmse,test_target_rmse,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,train_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_test_sentence_length_importance,train_test_word_overlap_importance,ttr_train_importance,ttr_test_importance,train_test_ttr_distance_importance,learning_rate,num_leaves,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_smollm_135m,with_smollm_360m,with_bloomz_560m,with_bloomz_1b
5.396902750826176,5.51460650487838,14.04616656582068,61.0,148.0,246.0,297.0,141.0,56.0,155.0,255.0,349.0,394.0,258.0,234.0,233.0,263.0,0.1,32.0,0.0435402167867601,0.0,0.0,jv-ID,True,False,False,False,False,False,False
5.560006018276478,7.331225480032755,6.997126765993336,50.0,161.0,228.0,273.0,147.0,54.0,184.0,222.0,353.0,365.0,281.0,228.0,272.0,225.0,0.1,32.0,0.0264352299442311,0.0,0.0,zh-TW,True,False,False,False,False,False,False
5.487707764974869,3.0206097591746355,5.49893854409435,52.0,136.0,265.0,287.0,129.0,57.0,166.0,243.0,339.0,367.0,267.0,232.0,271.0,259.0,0.1,32.0,0.0412921105892767,0.0,0.0,fr-FR,True,False,False,False,False,False,False
5.191026752901284,30.664022876946348,23.468081146253663,79.0,161.0,247.0,310.0,140.0,39.0,154.0,201.0,343.0,384.0,273.0,250.0,272.0,228.0,0.1,32.0,0.029200122117403,0.0,0.0,th-TH,True,False,False,False,False,False,False
5.4863781898745785,5.193398386847679,6.517748379785365,61.0,150.0,249.0,272.0,158.0,61.0,186.0,239.0,360.0,417.0,270.0,201.0,219.0,247.0,0.1,32.0,0.0575883112081925,0.0,8.881784197001252e-16,id-ID,True,False,False,False,False,False,False
5.472493240417458,4.665450130305202,9.629051231338089,65.0,125.0,247.0,261.0,160.0,54.0,173.0,225.0,339.0,367.0,273.0,257.0,273.0,262.0,0.1,32.0,0.0246723191379292,0.0,0.0,it-IT,True,False,False,False,False,False,False
5.446583608407754,8.013210606803222,12.945868364466149,64.0,133.0,253.0,256.0,142.0,62.0,178.0,245.0,347.0,400.0,266.0,217.0,249.0,260.0,0.1,32.0,0.0223942150403091,0.0,1.7763568394002505e-15,sw-KE,True,False,False,False,False,False,False
5.372311097823978,28.35690210922724,12.564140814155898,64.0,115.0,229.0,284.0,165.0,47.0,165.0,231.0,328.0,395.0,249.0,291.0,261.0,254.0,0.1,32.0,0.0414222995912603,3.552713678800501e-15,0.0,ta-IN,True,False,False,False,False,False,False
5.4506153952033625,6.286582731884554,9.787330599343012,53.0,151.0,250.0,292.0,134.0,54.0,180.0,235.0,341.0,406.0,257.0,244.0,218.0,258.0,0.1,32.0,0.0377072263730472,0.0,0.0,af-ZA,True,False,False,False,False,False,False
5.566899482781432,8.28360433739839,8.009235468967113,55.0,164.0,229.0,263.0,133.0,54.0,182.0,233.0,360.0,401.0,261.0,257.0,224.0,255.0,0.1,32.0,0.0318195884843357,0.0,0.0,zh-CN,True,False,False,False,False,False,False
5.456691856873349,3.7688014633708695,6.417461537938285,61.0,148.0,223.0,268.0,159.0,51.0,182.0,223.0,347.0,406.0,276.0,225.0,227.0,272.0,0.1,32.0,0.0299892332845489,0.0,0.0,pt-PT,True,False,False,False,False,False,False
5.474459680457651,25.841674493235587,20.18535750045179,60.0,139.0,225.0,266.0,155.0,53.0,216.0,236.0,375.0,423.0,231.0,205.0,229.0,243.0,0.1,32.0,0.0579386073968542,0.0,0.0,ml-IN,True,False,False,False,False,False,False
5.400704635590577,9.455982463836696,7.866990831857541,64.0,143.0,253.0,257.0,144.0,61.0,164.0,225.0,321.0,405.0,272.0,254.0,245.0,261.0,0.1,32.0,0.0367202179563512,0.0,0.0,en-US,True,False,False,False,False,False,False
5.411742252959392,9.468606980383829,21.62289871646737,68.0,150.0,247.0,268.0,124.0,66.0,185.0,246.0,366.0,410.0,287.0,255.0,208.0,213.0,0.1,32.0,0.0323055703131461,0.0,0.0,mn-MN,True,False,False,False,False,False,False
5.426965034676561,4.797329607672544,7.719118997769561,68.0,149.0,221.0,291.0,146.0,64.0,198.0,226.0,337.0,390.0,255.0,233.0,254.0,236.0,0.1,32.0,0.0389575620464902,0.0,0.0,ms-MY,True,False,False,False,False,False,False
5.336800253034502,11.587022902816196,8.649544226801064,52.0,159.0,248.0,298.0,145.0,49.0,185.0,237.0,310.0,392.0,269.0,240.0,237.0,264.0,0.1,32.0,0.0478028839519579,0.0,0.0,tr-TR,True,False,False,False,False,False,False
5.489401734938683,7.344425127826129,5.09715752727534,65.0,135.0,247.0,313.0,129.0,54.0,187.0,235.0,334.0,372.0,286.0,230.0,257.0,251.0,0.1,32.0,0.0445930919873129,0.0,0.0,tl-PH,True,False,False,False,False,False,False
5.491088714858797,23.79107336655864,8.357352038181661,60.0,132.0,238.0,260.0,144.0,54.0,188.0,237.0,358.0,404.0,233.0,248.0,245.0,264.0,0.1,32.0,0.0399016406135354,0.0,0.0,te-IN,True,False,False,False,False,False,False
5.495569946881253,4.103552680775347,12.760900228649534,50.0,141.0,213.0,290.0,151.0,63.0,180.0,210.0,344.0,395.0,244.0,235.0,286.0,276.0,0.1,32.0,0.0430184070134314,0.0,0.0,sv-SE,True,False,False,False,False,False,False
5.478792781547322,3.334061303620805,5.476766795052825,69.0,158.0,234.0,269.0,139.0,63.0,174.0,240.0,348.0,403.0,264.0,231.0,243.0,237.0,0.1,32.0,0.0663095497815801,4.440892098500626e-16,0.0,ro-RO,True,False,False,False,False,False,False
5.495753941249552,3.891365766303646,10.692009374239497,62.0,143.0,229.0,278.0,154.0,59.0,183.0,226.0,316.0,376.0,294.0,256.0,234.0,261.0,0.1,32.0,0.0227278056988742,0.0,0.0,is-IS,True,False,False,False,False,False,False
5.493366765515077,4.650923779644069,2.861446488366449,57.0,155.0,264.0,263.0,141.0,58.0,174.0,229.0,346.0,403.0,264.0,249.0,240.0,249.0,0.1,32.0,0.0358323813502648,0.0,0.0,sl-SL,True,False,False,False,False,False,False
5.448279623469111,3.4538489689341256,5.876043227139666,62.0,133.0,231.0,274.0,153.0,57.0,201.0,225.0,352.0,396.0,255.0,210.0,255.0,271.0,0.1,32.0,0.0448159116637586,4.440892098500626e-16,0.0,pl-PL,True,False,False,False,False,False,False
5.418934968038903,7.55183782705775,5.435886515755718,52.0,123.0,242.0,290.0,147.0,57.0,156.0,240.0,344.0,400.0,234.0,260.0,248.0,266.0,0.1,32.0,0.0453622120182878,8.881784197001252e-16,0.0,my-MM,True,False,False,False,False,False,False
